Geneid	/N/dc2/scratch/rpolicas/stripe_paper/rna_seq/yeast/results/aligned/YRNASEQ_01_S288C_1_Aligned.sortedByCoord.out.bam	/N/dc2/scratch/rpolicas/stripe_paper/rna_seq/yeast/results/aligned/YRNASEQ_03_S288C_3_Aligned.sortedByCoord.out.bam	/N/dc2/scratch/rpolicas/stripe_paper/rna_seq/yeast/results/aligned/YRNASEQ_02_S288C_2_Aligned.sortedByCoord.out.bam
YHR192W	576	525	490
YHR193C	7348	6804	6961
YHR193C-A	12	13	15
YHR194W	547	499	445
YHR195W	1302	1062	1109
YHR196W	1050	974	954
YHR197W	1238	1078	1166
YHR198C	788	771	732
YHR199C	1008	903	1043
YHR199C-A	225	145	181
YHR200W	1929	1648	1575
YHR201C	1322	1203	1146
YHR202W	297	283	258
YHR203C	10789	9755	9825
YHR204W	816	676	695
YHR205W	746	631	684
YHR206W	658	629	649
YHR207C	669	645	597
YHR208W	5168	4895	4891
YHR209W	303	256	272
YHR210C	258	236	202
YHR211W	179	158	169
YHR212C	0	0	0
YHR212W-A	0	0	0
YHR213W	2	0	0
YHR213W-A	0	0	0
YHR213W-B	1	0	0
YHR214W	2	3	5
YHR214W-A	17	13	15
YHR214C-B	64	61	71
YHR214C-C	0	0	0
YHR214C-D	0	0	0
YHR214C-E	0	1	0
YHR215W	63	71	70
YHR216W	1018	1091	1013
YHR217C	0	0	0
YHR218W	1	1	0
YHR218W-A	0	0	0
YHR219W	1	2	0
YHR219C-A	0	0	0
YIL177C	0	0	0
YIL177W-A	0	0	0
YIL176C	0	0	0
YIL175W	0	0	0
YIL174W	0	0	0
YIL173W	20	13	7
YIL172C	0	0	0
YIL171W-A	0	0	0
YIL171W	0	1	0
YIL170W	4	4	1
YIL169C	12	11	3
YIL166C	244	234	220
YIL165C	261	206	200
YIL164C	340	294	300
YIL163C	7	6	5
YIL162W	3348	3017	2866
YIL161W	321	321	286
YIL160C	32	32	37
YIL159W	306	216	285
YIL158W	406	364	346
YIL157C	759	604	645
YIL156W-A	8	4	9
YIL156W-B	342	324	324
YIL156W	518	421	491
YIL155C	1776	1457	1408
YIL154C	465	449	467
YIL153W	444	439	359
YIL152W	352	325	338
YIL151C	878	773	783
YIL150C	169	161	179
YIL149C	1221	1061	1085
YIL148W	11715	10881	11282
YIL147C	703	694	673
YIL146C	245	165	205
YIL145C	921	764	850
YIL144W	733	654	629
YIL143C	1258	1145	1074
YIL142C-A	1	1	1
YIL142W	2955	2858	2723
YIL141W	14	13	14
YIL140W	439	397	365
YIL139C	238	168	206
YIL138C	1291	1133	1121
YIL137C	1455	1223	1302
YIL136W	3783	3075	3019
YIL135C	746	628	655
YIL134C-A	10	5	7
snR68	34	25	26
YIL134W	118	122	125
YIL133C	7815	7120	7297
YIL132C	92	69	82
YIL131C	414	412	377
YIL130W	406	339	360
YIL129C	1136	944	930
YIL128W	668	665	610
YIL127C	861	696	741
YIL126W	1598	1457	1359
YIL125W	2162	1955	1737
YIL124W	1657	1372	1346
YIL123W	2200	1792	2111
YIL122W	428	382	361
YIL121W	1403	1196	1270
YIL120W	171	181	156
YIL119C	282	269	279
YIL118W	823	745	748
YIL117C	497	445	449
YIL116W	2429	2136	1994
YIL115W-A	1	3	1
YIL115C	1542	1461	1445
YIL114C	224	190	225
YIL113W	268	211	232
YIL112W	1115	955	953
YIL111W	1263	1039	1078
YIL110W	498	499	435
YIL109C	3016	2809	2784
YIL108W	702	584	510
YIL107C	943	735	762
YIL106W	730	541	569
YIL105C	1848	1563	1549
YIL105W-A	2	2	1
YIL104C	456	456	440
YIL103W	649	613	610
YIL102C-A	171	155	166
YIL102C	0	0	0
tT(AGU)I1	1	6	2
YIL101C	636	482	478
YIL100C-A	12	21	19
YIL100W	10	6	3
YIL099W	123	106	82
YIL098C	362	304	297
YIL097W	638	703	617
YIL096C	294	273	304
tI(AAU)I1	0	0	0
YIL095W	519	503	499
YIL094C	2577	2415	2243
YIL093C	555	503	490
YIL092W	261	230	227
YIL091C	913	923	925
YIL090W	871	758	822
YIL089W	61	65	58
tE(CUC)I	0	0	0
YIL088C	1116	1087	1041
YIL087C	416	357	340
YIL086C	6	13	9
YIL085C	1099	1156	1104
YIL084C	344	335	281
YIL083C	629	569	594
YIL082W	0	0	0
YIL082W-A	191	174	177
tI(AAU)I2	0	0	0
YIL079C	116	101	76
YIL078W	9278	8876	8863
YIL077C	1022	688	774
YIL076W	2259	2138	2054
YIL075C	5132	4883	4519
YIL074C	1383	1273	1303
YIL073C	131	116	127
YIL072W	63	68	65
YIL071W-A	3	6	3
YIL071C	409	374	374
YIL070C	601	497	519
YIL069C	5570	4841	4855
YIL068W-A	1	1	0
YIL068C	1026	925	891
YIL067C	301	258	266
YIL066W-A	2	1	2
YIL066C	100	60	82
YIL065C	458	418	419
YIL064W	654	583	592
YIL063C	809	733	720
YIL062C	1618	1321	1348
YIL061C	264	231	242
YIL060W	0	2	2
YIL059C	219	150	192
YIL058W	5	3	3
YIL057C	80	58	67
tS(UGA)I	0	0	0
YIL056W	1182	1025	1081
YIL055C	445	356	402
YIL054W	1	0	0
YIL053W	8561	7054	7791
YIL052C	8442	7610	8489
YIL051C	5779	5162	5264
YIL050W	839	633	690
YIL049W	278	241	200
YIL048W	1160	967	957
YIL047C-A	42	42	47
YIL047C	498	465	489
YIL046W-A	1	4	5
YIL046W	630	529	528
YIL045W	878	829	779
YIL044C	733	706	722
YIL043C	3017	2908	2774
YIL042C	322	246	264
YIL041W	2673	2318	2485
YIL040W	327	268	237
YIL039W	1534	1524	1464
YIL038C	1258	988	1062
YIL037C	18	21	21
YIL036W	1871	1523	1546
YIL035C	1525	1369	1403
YIL034C	1631	1395	1446
YIL033C	3177	2872	2985
YIL032C	0	0	0
YIL031W	551	532	485
YIL030W-A	16	22	18
YIL030C	1686	1597	1552
YIL029W-A	0	0	0
tK(CUU)I	0	0	0
YIL029C	235	219	220
YIL028W	59	69	54
YIL027C	611	572	575
YIL026C	574	571	484
YIL025C	0	1	0
YIL024C	88	81	98
YIL023C	662	655	611
YIL022W	2473	2036	2159
YIL021W	1641	1361	1327
YIL021C-A	2	1	0
YIL020C-A	4	5	4
YIL020C	298	265	247
YIL019W	732	606	633
YIL018W	19378	17966	18434
YIL017C	996	728	716
YIL016W	538	442	533
YIL015W	1258	1206	1169
tD(GUC)I1	0	0	1
YIL014C-A	128	109	105
tT(AGU)I2	0	0	0
YIL014W	879	828	797
YIL013C	179	162	175
YIL012W	16	6	7
YIL011W	106	66	85
YIL010W	743	615	554
YIL009C-A	228	221	265
tD(GUC)I2	1	1	0
YIL009W	254	239	288
YIL008W	315	285	293
YIL007C	408	383	352
YIL006W	75	56	78
YIL005W	901	824	842
YIL004C	272	265	239
YIL003W	427	434	430
YIL002W-A	700	581	626
YIL002C	655	566	585
YIL001W	389	377	370
YIR001C	596	536	548
YIR002C	657	609	653
YIR003W	1300	1073	1003
YIR004W	1017	896	917
YIR005W	174	158	165
YIR006C	2076	1839	1920
tE(UUC)I	1	0	0
YIR007W	472	410	381
YIR008C	549	432	457
YIR009W	124	103	110
YIR010W	482	418	404
YIR011C	1341	1158	1052
YIR012W	940	789	819
YIR013C	4	5	10
YIR014W	124	122	117
YIR015W	168	153	149
YIR016W	580	526	482
YIR017C	143	120	117
YIR017W-A	10	14	10
YIR018W	269	246	220
YIR018C-A	6	9	10
YIR019C	96	75	80
ICR1	337	306	288
YIR020C	0	0	0
YIR020W-A	0	0	2
PWR1	0	0	1
YIR020C-B	1	0	2
YIR021W	393	320	369
YIR021W-A	1	3	1
YIR022W	835	721	774
YIR023W	585	522	550
YIR023C-A	3	1	4
YIR024C	302	306	293
YIR025W	223	194	229
YIR026C	1086	1073	1096
YIR027C	16	18	13
YIR028W	24	24	24
YIR029W	205	143	180
YIR030C	76	56	60
YIR030W-A	2	3	4
YIR031C	428	403	352
YIR032C	72	65	56
YIR033W	2348	2101	2136
YIR034C	901	875	827
YIR035C	995	844	920
YIR036C	456	447	484
YIR036W-A	6	4	1
YIR037W	1520	1363	1477
YIR038C	753	707	739
YIR039C	201	183	184
YIR040C	0	0	0
YIR041W	1	3	1
YIR042C	60	49	27
YCL076W	0	0	0
YCL075W	0	0	0
YCL074W	0	0	0
YCL073C	0	0	1
YCL069W	0	0	0
YCL068C	0	0	0
YCL067C	0	0	0
YCL066W	0	0	0
YCL065W	0	0	0
YCL064C	6772	6323	6054
YCL063W	216	147	154
YCL061C	304	349	273
YCL059C	1943	1843	1702
YCL058C	38	41	38
YCL058W-A	150	139	126
YCL057C-A	492	445	382
YCL057W	1944	1701	1893
YCL056C	199	161	146
YCL055W	349	279	267
YCL054W-A	84	85	76
YCL054W	611	588	552
YCL052C	1248	1218	1189
YCL051W	661	627	585
YCL050C	3027	2877	2781
YCL049C	396	312	280
YCL048W-A	4	5	1
YCL048W	6	7	7
YCL047C	275	223	247
YCL045C	2274	2160	2077
YCL046W	0	1	2
YCL044C	233	170	231
YCL043C	6979	5945	6769
YCL041C	50	59	46
YCL042W	992	867	736
YCL040W	20865	18777	17955
YCL039W	786	600	696
YCL038C	458	457	410
YCL037C	30	25	34
YCL036W	224	216	214
YCL035C	1743	1363	1411
YCL034W	1089	1024	983
YCL033C	310	308	322
YCL032W	704	598	567
YCL031C	1320	1196	1159
YCL030C	12805	12127	11071
YCL029C	414	432	417
YCL028W	1621	1380	1416
YCL027W	231	207	213
YCL026C-B	107	65	82
YCL026C-A	13	8	11
YCL025C	2735	2077	1966
YCL023C	1	0	3
YCL024W	217	220	186
YCL022C	3	0	0
tE(UUC)C	1	1	1
YCL021W-A	69	70	66
YCL020W	0	0	0
YCL019W	2	0	0
tL(CAA)C	0	0	0
YCL018W	0	0	0
YCL017C	1212	1073	1010
YCL016C	359	320	353
YCL014W	355	369	310
YCL012C	142	90	123
YCL011C	2846	2603	2453
YCL010C	598	507	465
YCL009C	4430	2681	3975
YCL008C	561	448	446
YCL007C	5	3	9
YCL005W-A	882	754	720
snR43	53	54	57
YCL005W	497	433	406
YCL004W	267	233	239
YCL002C	487	484	491
YCL001W	658	656	609
YCL001W-A	7	6	3
YCL001W-B	9	8	7
YCR001W	0	1	0
YCR002C	1704	1620	1541
YCR003W	387	275	328
YCR004C	2831	2242	2351
YCR005C	2064	1829	1808
YCR006C	95	103	107
tP(AGG)C	6	3	6
YCR007C	173	134	130
tN(GUU)C	0	0	0
YCR008W	1064	991	905
YCR009C	2949	2758	2706
YCR010C	413	319	324
YCR011C	1676	1649	1610
YCR012W	60100	59589	60217
YCR013C	14	11	10
YCR014C	264	242	196
YCR015C	212	218	203
snR33	300	300	279
tG(GCC)C	0	0	0
YCR016W	1010	940	953
YCR017C	2423	2319	2315
YCR018C	457	344	370
tM(CAU)C	0	0	0
tK(CUU)C	0	0	0
YCR018C-A	25	18	17
YCR019W	320	296	305
YCR020C	90	85	88
YCR020C-A	206	181	158
YCR020W-B	180	144	124
YCR021C	1671	2095	2084
YCR022C	16	12	9
YCR023C	826	818	792
YCR024C	265	228	213
YCR024C-B	2663	2580	2566
YCR024C-A	2564	2464	2448
YCR025C	25	17	13
YCR026C	665	604	593
YCR027C	331	316	307
tQ(UUG)C	1	0	1
YCR028C	538	528	493
YCR028C-A	1780	1694	1623
YCR030C	1441	1134	1202
snR65	22	23	15
YCR031C	14887	13384	14071
snR189	57	64	64
YCR032W	603	565	637
YCR033W	1243	1141	1115
YCR034W	1545	1521	1495
YCR035C	1117	1030	966
YCR036W	1066	853	932
YCR037C	1258	1229	1213
YCR038C	199	182	155
YCR038W-A	5	5	1
YCR039C	0	0	2
YCR040W	0	0	0
YCR041W	9	5	10
YCR042C	755	776	779
YCR043C	429	377	393
YCR044C	533	500	483
YCR045C	11	10	7
YCR045W-A	106	91	82
YCR046C	382	295	334
YCR047C	519	490	499
YCR047W-A	5	2	0
YCR049C	0	1	1
YCR048W	475	490	493
YCR050C	2	0	4
YCR051W	756	769	713
YCR052W	1324	1069	1113
YCR053W	5203	4948	5115
YCR054C	300	282	298
YCR057C	1385	1404	1382
YCR059C	428	431	411
YCR060W	244	241	251
YCR061W	326	258	274
tS(CGA)C	1	0	0
YCR064C	11	9	14
YCR063W	29	39	35
YCR065W	275	180	222
YCR066W	350	304	294
YCR067C	1290	1164	1135
YCR068W	286	266	224
YCR069W	1110	1094	1002
YCR071C	305	212	202
YCR072C	276	231	277
YCR073C	359	315	337
YCR073W-A	988	709	813
YCR075C	242	218	225
YCR075W-A	118	96	79
YCR076C	382	334	335
YCR077C	2117	1634	1623
YCR079W	434	368	345
YCR081W	415	350	366
YCR081C-A	8	8	2
YCR082W	826	742	768
YCR083W	296	161	238
YCR084C	1883	1296	1556
YCR085W	2	3	4
YCR086W	173	131	144
YCR087W	9	3	4
YCR087C-A	452	401	394
YCR088W	2449	2123	2247
YCR089W	328	292	316
YCR090C	496	431	456
YCR091W	870	749	727
YCR092C	395	330	341
YCR093W	1942	1690	1747
YCR094W	598	508	550
YCR095C	496	485	410
YCR095W-A	33	32	42
YCR096C	3	0	1
YCR097W	553	463	475
YCR097W-A	3	5	6
tT(AGU)C	0	0	0
YCR098C	45	58	45
YCR099C	108	111	104
YCR100C	172	148	172
YCR101C	93	82	87
YCR102C	14	11	17
YCR102W-A	2	2	2
YCR104W	2	1	5
YCR105W	7	13	14
YCR106W	94	164	221
YCR107W	101	147	185
YCR108C	0	0	0
YFL068W	0	0	0
YFL067W	0	0	0
YFL066C	0	0	1
YFL065C	0	0	0
YFL064C	0	0	0
YFL063W	0	0	0
YFL062W	3	3	7
YFL061W	2	1	1
YFL060C	29	21	22
YFL059W	25	26	26
YFL058W	2	0	0
YFL056C	377	298	305
YFL055W	192	155	171
YFL054C	956	812	787
YFL053W	32	23	21
YFL052W	372	318	305
YFL051C	2	5	5
YFL050C	423	341	339
YFL049W	652	611	572
YFL048C	1239	1172	1138
YFL047W	657	544	572
YFL046W	366	336	309
YFL045C	5486	4965	5409
YFL044C	542	494	479
YFL042C	780	662	674
YFL041W-A	67	52	42
YFL041W	776	721	692
YFL040W	8	9	2
YFL039C	20071	19181	18686
YFL038C	3884	3326	3422
YFL037W	4052	3539	3703
RUF21	2	1	1
YFL036W	1146	956	959
YFL034C-B	546	451	436
YFL034C-A	866	865	892
YFL034W	546	447	462
YFL033C	635	544	555
YFL032W	28	33	21
YFL031W	2763	2668	2535
YFL031C-A	0	1	1
YFL030W	216	190	207
YFL029C	393	350	381
YFL028C	861	809	752
YFL027C	505	431	448
YFL026W	3719	3485	3450
YFL025C	568	450	432
YFL024C	469	462	455
YFL023W	355	293	336
YFL022C	2646	2426	2705
YFL021C-A	12	13	3
YFL021W	353	280	311
YFL020C	17	15	11
YFL019C	11	5	7
tP(UGG)F	0	0	1
YFL018C	3391	2997	3077
YFL017W-A	257	218	228
YFL017C	324	291	309
YFL016C	1188	1178	1148
YFL015W-A	2	1	1
YFL015C	3	1	2
YFL014W	3177	2624	2701
YFL013W-A	1	0	0
YFL013C	1345	1121	1154
YFL012W-A	0	2	0
YFL012W	1	2	2
YFL011W	13	20	12
YFL010W-A	6	1	0
YFL010C	1287	1089	1061
YFL009W	1012	966	893
YFL008W	596	480	481
YFL007W	2007	1825	1963
YFL005W	1678	1404	1469
RUF20	49	45	51
YFL004W	1544	1652	1491
YFL003C	85	63	77
tN(GUU)F	0	0	1
YFL002W-B	0	0	0
YFL002W-A	2	2	0
YFL002C	1052	937	920
YFL001W	314	292	290
YFR001W	1073	837	953
YFR002W	1278	1103	1121
YFR003C	620	510	494
YFR004W	2685	2391	2310
YFR005C	698	660	592
YFR006W	1435	1322	1364
tF(GAA)F	1	0	1
YFR007W	251	223	219
YFR008W	250	210	217
tG(GCC)F1	0	0	0
YFR009W	3515	3255	3271
YFR009W-A	0	0	0
YFR010W	2600	2195	2186
YFR010W-A	5	3	3
YFR011C	396	363	354
tY(GUA)F1	0	0	1
YFR012W	9	4	4
YFR012W-A	4	3	7
YFR013W	968	926	932
YFR014C	2163	1827	1796
YFR015C	10744	8874	8868
YFR016C	1551	1246	1233
tG(GCC)F2	1	1	1
YFR017C	1482	1276	1345
YFR018C	365	387	354
YFR019W	740	700	667
tS(GCU)F	3	1	2
YFR020W	252	208	208
YFR021W	444	381	425
YFR022W	624	560	564
RUF22	0	0	0
YFR023W	16	15	12
YFR024C-A	1837	1728	1655
YFR025C	706	659	633
tA(AGC)F	0	0	0
YFR026C	72	49	52
YFR027W	164	126	122
YFR028C	999	887	819
tY(GUA)F2	0	0	0
YFR029W	422	324	322
YFR030W	1078	837	826
YFR031C	637	627	592
YFR031C-A	12663	10717	11339
RUF23	4	7	3
YFR032C	28	22	17
YFR032C-A	5484	4736	4565
YFR032C-B	29	45	23
YFR033C	1592	1247	1245
YFR034C	204	180	170
YFR034W-A	113	80	79
YFR035C	0	2	1
tK(CUU)F	0	0	0
YFR036W	103	87	89
YFR036W-A	8	4	6
YFR037C	3151	2878	2785
YFR038W	761	653	663
YFR039C	672	604	644
YFR040W	2180	1848	1867
YFR041C	633	562	579
YFR042W	240	264	231
YFR043C	253	227	221
YFR044C	4083	3767	4108
YFR045W	281	270	272
YFR046C	280	220	209
YFR047C	982	966	864
YFR048W	575	469	467
YFR049W	461	362	338
YFR050C	2176	1834	1848
YFR051C	2272	1538	1802
YFR052W	1969	1834	1748
YFR052C-A	956	825	773
YFR053C	20953	18168	17592
YFR054C	10	11	10
YFR056C	1	0	0
YFR055W	914	865	937
YFR057W	0	1	0
YAL069W	0	0	0
YAL068W-A	0	0	0
YAL068C	0	0	0
YAL067W-A	0	0	0
YAL067C	17	15	16
YAL066W	0	1	0
YAL065C	0	0	0
YAL064W-B	16	28	26
YAL064C-A	1	0	2
YAL064W	6	4	5
YAL063C-A	8	6	9
YAL063C	33	23	23
YAL062W	179	128	138
YAL061W	5118	4166	4120
YAL060W	3216	3021	2922
YAL059C-A	2	4	2
YAL059W	492	408	430
YAL058W	368	335	327
YAL056C-A	2	1	0
YAL056W	1037	1032	958
YAL055W	217	183	180
YAL054C	320	237	277
YAL053W	2238	1999	1935
YAL051W	834	769	760
YAL049C	700	574	671
YAL048C	342	351	323
YAL047W-A	6	5	6
YAL047C	323	264	264
YAL046C	185	125	151
YAL045C	4	3	1
YAL044W-A	366	310	315
YAL044C	1149	1053	1022
YAL043C	1185	996	984
YAL042C-A	3	1	3
YAL042W	2472	2419	2308
YAL041W	770	660	685
YAL040C	461	363	375
YAL039C	610	595	589
YAL038W	79091	72553	77193
YAL037C-B	19	13	23
YAL037C-A	1	1	0
YAL037W	113	87	77
YAL036C	706	657	686
YAL035W	4696	4042	4090
YAL034C-B	1	0	0
YAL034W-A	202	172	157
YAL034C	686	564	576
YAL033W	272	271	288
YAL032C	443	387	336
YAL031W-A	4	1	1
YAL031C	661	556	590
YAL030W	531	417	473
YAL029C	1390	1273	1251
YAL028W	353	240	293
YAL027W	325	265	294
YAL026C-A	61	57	55
YAL026C	937	884	882
HRA1	6	1	2
YAL025C	843	766	731
YAL024C	269	269	288
YAL023C	3049	2724	2790
YAL022C	612	609	601
YAL021C	1085	1066	1066
YAL020C	255	237	227
YAL019W-A	0	3	0
YAL019W	560	459	484
YAL018C	0	0	2
YAL017W	1414	1274	1176
YAL016C-B	0	1	0
YAL016C-A	2	7	2
YAL016W	3145	3103	2982
YAL015C	399	328	376
YAL014C	579	478	514
YAL013W	793	705	651
YAL012W	4189	2777	3584
YAL011W	304	206	251
YAL010C	461	411	446
YAL009W	313	241	293
YAL008W	535	483	445
YAL007C	1032	884	912
tP(UGG)A	0	0	0
YAL005C	11172	10854	10977
YAL004W	0	4	3
YAL003W	13933	12495	13089
snR18	34	39	23
YAL002W	829	685	711
YAL001C	724	722	605
YAR002W	1428	1299	1221
YAR002C-A	2226	2071	2221
YAR003W	600	554	549
YAR007C	756	683	704
YAR008W	131	125	127
YAR009C	118	98	86
YAR010C	1	4	6
tA(UGC)A	2	0	1
YAR014C	1194	1117	1074
YAR015W	3672	3296	3261
YAR018C	292	238	207
YAR019C	503	419	461
YAR019W-A	18	10	7
YAR020C	27	22	31
YAR023C	155	150	150
tL(CAA)A	0	0	0
tS(AGA)A	0	0	0
YAR027W	1349	1283	1315
YAR028W	519	518	553
YAR029W	97	82	70
YAR030C	9	16	11
YAR031W	62	67	55
YAR033W	140	122	126
YAR035W	47	50	41
YAR035C-A	0	0	0
YAR042W	1424	1194	1173
YAR047C	10	6	9
YAR050W	59	45	41
YAR053W	4	3	7
YAR060C	0	0	0
YAR061W	0	0	0
YAR064W	0	0	1
YAR066W	0	0	0
YAR068W	0	0	0
YAR069C	0	0	0
YAR070C	0	0	1
YAR071W	39	28	39
YAR073W	11	11	11
YAR075W	4	3	4
tP(UGG)Q	0	1	0
Q0010	0	0	0
Q0017	0	0	0
Q0020	16	6	18
tW(UCA)Q	0	0	0
Q0032	0	0	0
Q0045	0	0	0
Q0060	0	0	0
Q0050	4	2	5
Q0055	3	0	1
Q0070	0	0	0
Q0065	0	0	0
Q0075	1	0	0
Q0080	0	0	0
Q0085	0	0	0
Q0092	0	0	0
tE(UUC)Q	1	0	0
Q0120	1	0	0
Q0110	0	1	0
Q0115	0	0	0
Q0105	0	0	1
Q0130	0	0	3
tS(UGA)Q2	0	0	0
Q0140	0	0	0
Q0142	0	0	0
Q0143	0	0	0
Q0144	0	0	0
Q0158	40	20	27
Q0160	1	0	0
tT(UGU)Q1	0	0	0
tC(GCA)Q	0	0	0
tH(GUG)Q	0	0	0
Q0182	0	0	0
tL(UAA)Q	0	0	0
tQ(UUG)Q	0	0	0
tK(UUU)Q	0	0	0
tR(UCU)Q1	0	0	0
tG(UCC)Q	0	0	0
tD(GUC)Q	0	0	0
tS(GCU)Q1	0	0	0
tR(ACG)Q2	0	0	0
tA(UGC)Q	0	0	0
tI(GAU)Q	0	1	0
tY(GUA)Q	0	0	0
tN(GUU)Q	0	0	0
tM(CAU)Q1	0	0	0
Q0250	0	0	0
Q0255	0	1	0
tF(GAA)Q	0	0	1
tT(UAG)Q2	0	0	0
tV(UAC)Q	0	0	0
Q0275	0	1	1
tM(CAU)Q2	0	0	0
Q0285	0	0	0
Q0297	0	0	0
